Category,text
1,"We moved to Sacramento in August 2009 and have had a series of problems with Comcast. First, they promised a ""free netbook"" computer with the package we purchased. After months of phone calls verifying that we would receive the netbook, I called again only to be told that we were no longer eligible because they had not received the appropriate form from us in time. I explained that I had faxed the agreement in early September and in fact had called them in October, November and December asking about the status. While this is a small matter, as a consumer it does not bode well if Comcast is purchasing interest in a television network. I am used to dealing with companies that operate with integrity. Comcast does not care about the consumer!Our most recent adventure is with a problem in service. They sent someone out and verified before the visit that there would be no charge. Upon receiving the bill, we were charged $27.99 for the visit and had to spend 30 minutes dealing with several people to get the charges reversed. I just want our netbook. Ideally, we would be allowed to drop the service and try something else but we have a contract."
1,"I signed up for high speed internet. It is supposed to be 12mbps down and 4mbps up. I'm not seeing those numbers on a consistent basis. In fact, when I am downloading a file from the internet or email, everyone else in my house can download at no more than about 200kbs. It appears as though Comcast is throttling bandwidth when files are being downloaded. In addition, downloading speeds hover around 500kb/s most of the time, not even close to the advertised 12mbps. I feel that Comcast has misrepresented their product and I will probably demand my money back. This is very very disappointing. I am losing time and money, product not as advertised."
1,"We pay almost $150 per month for service which includes internet!  We constantly have email issues due to Comcast IP issues.  They try to filter spam so our outbound email always gets bounced back.  I have spent at least 20 hours on the phone and internet trying to fix it and it keeps coming back.  They are our only choice, so they feel they can stick it to us as we have no choice.  The worst thing is they never notify you of issues and just do what they want.  Then when you call for help, they say someone will call you back and they usually don’t."
1,"I am experiencing a similar problem as Richard from Fair Oaks. Intermittent Internet and digital phone service, digital TV service unaffected. The first level of support is as with most organizations, not very skilled. If you can't correct it with the set of instruction, they are provided to give to you; they simply want to schedule a very inconvenient home visit. I am a systems administrator, thus fairly technically competent and though I do not have access to prove it, the issue points to a server problem. I am on call 24/7. Most emergency issues I can handle remotely, if I have a reliable Internet connection. My Comcast connection is far from reliable. If an after hours emergency occurs, I need to drive onto campus and correct it."
1,"I called Comcast on 1/6/10, 1/8/10, 1/9/10, and a few more times after that. I reported that the internet was not working. Having had this problem before, I reset my modem per the Comcast instructions many times; but still no internet. It's funny how during this outage, my television service still worked correctly, but I only received intermittent service on my internet. Once again, I called to report that the problem was still occurring intermittently. I explained to them that one of their techs had been here and that he checked the modem and the wiring and there was nothing wrong with them (at least that is what he told me). They insisted they would have to send someone out again. I responded that I felt it was unnecessary, but if you do, I don't want to be charged.They sent out another technician who agreed with me that it appears to be a problem at either their server or one of their nodes. Additionally, he informed me that some of my other neighbors approached him and reported to him that they were experiencing outages also. Within 24 to 48 hours after his visit, the internet service was working without any intermittent outages and has since worked extremely well.In my opinion, what Comcast has done is borderline illegal. If I were a lawyer and had the wherewithal to investigate this issue, I'm sure I'd find that in this instance, there was a problem either at the server or node as the technician had stated. However, Comcast will not even investigate my complaint. They won't let me talk to anyone higher than a supervisor. I asked the supervisor and the call center rep to provide me with the history of my calls and the notes taken. Although they did note that there was an outage, they refused to waive the fee they had charged me, supposedly because the technician stated in his notes that the resolution could have been handled over the phone. Therefore, according to the call center reps, the customer will pay for the service call (that I didn't want)."
1,"Comcast internet installer lied to me, conned me into high-speed internet connection. It was good for a certain period of time under an introductory offer. He told me when the introductory offer ended, I would need to call Comcast and have another technician come out to disconnect the high-speed internet connection and that I would have to pay for the service call. I called Comcast customer service, they said that was not true. I believe Comcast in Denver is extorting customers. I am on unemployment and I need my computer to look for jobs online. This type of coercion is nothing more than an act of a bunch of thugs who have hijacked the Denver internet community."
1,"I had Comcast cable installed in September of 2008 for TV and internet. The cable installer needed to install an M-card into my TiVo for it to work with their system. The first card the installer tried did not work, however, the tech wrote that number on my work order before testing that. He then took that card out and put a second card in its place and lightly crossed out the first number on the work order. Jump forward 6 months. I start getting a $50 unreturned equipment charge on my bill for the first card (the one I never received). I called and they said, ""okay, we'll do an inventory check and get back to you. Meanwhile, don't pay that portion of your bill"". They never got back to me. I had to go through it all again the next month and the next. Getting angry, I asked that they do something about this. So they agreed to send a tech out to my house to physically check my equipment. Fine by me. The tech came out, understood my situation, made a call and the charge isn't on my next bill. Yeah! Success. Oh wait, jump forward another 6 months. I got a mysterious phone call from ""Comcast equipment recovery group"" or some such. They want to know about a cable card I still have that they want back (with the original serial number from the one I never got). I explained the whole story from above and the guy said, ""OK, thank you"" and assured me when I asked that it isn't an issue. Next bill, $30 unreturned equipment charge on my bill again (strangely the equipment now costs less). I did my duty and called Comcast to inquire (also about why my bill is nearly twice the previous month). Oh, that's because you must pay full price now and there are no incentives to keep you anymore"". I cancelled the TV portion, but they said my internet cost will go to $70/month without the TV part so I ended up paying for basic $15 which makes my bill less than $70, but not by much. By the way, Basic TV I already got over the antenna with better quality. So I'm paying for service I don't need or use now just to keep my internet. Anyway, on with the story. So they say, ""our records show you have a card that belongs to us"". I say, ""yeah, the one I'm using"". They say ""no, the other one"". I say ""what other one?"". They say ""okay, we'll check our inventory to see if we can find it. If we don't, you will owe us. Meanwhile, ignore the $30 portion of your bill"". Now, they will never find that card. I'm sure it was lost by the installer and will never see the light of day again. Now, I'm back to where I started a year ago (oh yeah, but for $20 less now).This is the way a new customer has been treated. This company may not be a monopoly by the pure definition, but it acts like one. They even told me I should get my internet somewhere else if I don't like their prices. OK then. I have already contracted for DSL at 1/3 the price for about 1/2 the BW (that is the most I can get, so yes Comcast has a monopoly on any speed higher). I'm looking forward to calling and cancelling my account as soon as the DSL goes live. I'm not looking forward to the runaround I'm facing about the phantom cable card I supposedly have. Like I'd want an inactive cable card. Like it would have any value to me at all.Did I mention that I was supposed to get a ""free"" cable box with my original order, but since I opted for the smaller, cheaper cable card only I had to pay $2/month for that? I hate Comcast. I only ordered because I was offered a reasonable rate. I always said when the rates go up, I'm gone. Evil, evil company. Yes, every argument comes to this. Evil like Nazi evil. You know what word is the most sarcastic way ever devised to say ""fantastic""? You guessed it. ""Comcastic"". I said that to a customer service rep in a joking way and was told that they would hang up on me if I kept using abusive language. I had to mute my phone so they wouldn't be offended by my hysterical laughing."
1,"Upon moving into my new residence, I contacted Comcast to connect my internet services to my new home. Coming from an area which Comcast has competition, which here there is none via wires of any kind, I notice a very slow speed when downloading simple drivers for a printer. I tested the speed via a couple of websites including Comcast's speed test site and found that at times, the download speed was running at dial up specs. I sent them a copy of the speed tests and also reminded them that there is a competitor gearing up to provide service in my area. I also stated that with this happening, they should make sure that their services were running at tip top shape. Within a day, the speeds, download and upload increased dramatically. It stayed that way for a couple of months. They always want to ""suggest"" it is the complaining party's equipment. Even their website targets the consumer's equipment and doesn't even suggest that their lines are not performing. Even when I talked to them, the same thing and wanted to charge for a service call. My brother is an IT guy who provided me with the internet speed test sites to keep an online log. Well, my service tanked again. It will not even come close to support VOIP service. You would think that with Comcast's own speed test site, they would have it set up to ""flag"" when somebody does these tests which shows a degradation of service. But no! I dread having to deal with again. There again lies lack of innovation on their part. Why because more times then not, they don't have to. Lack of competition. One of the biggest problems with Comcast is that in some areas, smaller cities and towns, they don't have competition which a family or a business is stuck with them if they want anything other than wireless internet via cell phone or satellite --which is pricey. In these same areas, even their CATV is pricey as well. They have a captive consumer group. Well as soon as I get notification that this new company is good to go, so am I. "
1,"I did a credit report recently and found a collection from Columbia House for $198.94. I questioned that on the form and then received a notice from National Credit Solutions. I have not ordered from Columbia House. I never received anything. The NCS account person (Elizabeth) was extremely rude and wouldn't discuss it other than to say I needed to make a payment. She suggested that going to arbitration would take a long time, while paying it would be simpler. This is a fraud. From where I don't know."
1,I am using a free wireless internet service. Comcast is blocking this service with a page that wants you to sign up with their service and will not let you leave the page.
1,"Recently, my email account, along with all data contained therein, was deleted without any notification. This occurred on a current account with an excellent payment history. It is truly remarkable that any service provider would delete the email account of a paying customer and then refuse to restore the data. Within my account, I had ongoing correspondences with my mortgage provider, with contractors who are being paid thousands of dollars to renovate my home, with other service providers, and I had information about upcoming travel plans. Remarkable.My understanding is, this occurred basically because Comcast employees working the phone lines are not equipped to handle anything unusual, however basic. In my case, I asked for an additional service to be provided at a new address. So, I was paying Comcast twice for service at two addresses. Apparently, despite my insistence that this was not a transfer order, and despite additional instructions from the Comcast employee who performed the installation service at my home that this was not a transfer order, the new account was initiated as a transfer from my previous address. Immediately after initiating my new service, the service at my old address was terminated. When I complained, a new account apparently was started at my old address, but my email address and data were missing.I will spare the other embarrassing details of customer service, such as the deletion of another email account of mine at the new address prior to the creation of an account that was a misspelling of my name. I won't even mention the messages left on my voice mail about ""the new tenant"" who wanted to move into my newly purchased house. I complained enough to get a work order to fix this problem and reactivate my email account with all its data. Nothing ever happens on this work order, but when I call to inquire, I am assured that this is still an ""open job."" I think it will always be an ""open job"" where nothing happens."
1,Comcast high-speed Internet is not high speed. It takes 1 minute to load 6MB - that is 0.1mps not the 20mps that is advertised. Nobody at Comcast can help. Save your money and get DSL.
1,"On Friday, October 2nd, I contacted Comcast on the phone to inquire about upgrading my internet service from my existing speed to the 50 Mb/second service. For those that do not know, this requires a cable modem that is DOCSIS 3.0 compliant. My existing cable modem is not DOCSIS 3.0 compliant, so I knew I needed a new cable modem. I am fully capable of installing equipment and getting line check information. I asked the Comcast representative on the phone what was required, and her initial response was that my service area was not upgraded to 50 Mb/second speeds. I informed her that it was as I knew someone in the area that had the service. She said she had to check and would call back.Five minutes later she called back and confirmed that, indeed, the service was available. She also informed me that it would cost $99/month; it would require renting a modem from Comcast at a monthly fee, and would require a $29.95 installation charge. I told her that I didn't want to pay $29.95 for someone to come in and disconnect my existing modem and hook up a new one as I could do that. She refused to waive the charge, and I told her that would cost Comcast $99/month of lost revenue. Researching on Comcast's website showed that the service fee was either $9.95 or $99.95 to connect to the 50 Mb/second service. I have no idea where the $29.95 fee came from. Later on that same day I made a post on Comcast's forums detailing my phone call experience. George, from Comcast, read the message and responded immediately that he would help.On Saturday, with George's suggestion, I had purchased the required modem and emailed George the MAC address. By Monday morning George had done a line test (remotely), I hooked up the new modem, and George provisioned it (remotely). By 10:30am on Monday I was running at the increased speeds with no installation fee. So, it appears that Comcast does have representatives that go that extra mile to make things right. I can understand the fees for those that are not able to do the installations. However, Comcast should be able to work with their customers to get them the service they want without unnecessary fees when those customers can do without a representative coming to the house."
1,"I have internet service but do not have the ability to access my e-mail account, this has been for over 24 hours."
1,"While ordering high-speed internet, the CSR said if I ordered the Triple Play (phone, TV, internet), there would be no installation charge. I asked if there was a penalty for canceling early due to a move etc. She said no, that it was month to month. Great! I later got an email to ""agree"" to the term commitment, that there is a $150 charge for canceling early. Also, I got my first bill with $175 additional charges - installation, line install, new connection! I went to their site and emailed them about this. No response. Then I chatted live with a CSR who kept saying, “Sorry, you must understand that if there is an installation, there really are installation charges.” I asked for a manager. She said she couldn't do anything. I asked, “Who could?” She replied that she would submit a credit request and look into this. I asked her when I would hear back. Answer was 48 to 72 hours. We'll see what happens but I have a feeling I’ll have to call back. Also, invoice is confusing."
1,"I had Comcast Internet service last year. It was cancelled a year ago while keeping the cable connection. After that, my spouse tried to get the service through discount offer program but Comcast refused to provide it. Now a year later, I ordered it again through broadbandoffers.com. However, when I called Comcast for the cable installation, they started putting me through one representative after another. Each of them would give different information and push me to pay extra for installation for each service. Some nonsense lady even started saying that they upgrade the system every month and wires have to be changed to get the signal. In other words, I have to buy extra package of wires from one of their locations.One of the representatives told me that she could see in the system that I had Comcast cable service 9 months ago. Another representative said that I had an appointment scheduled on August 15th, quite surprising because I ordered my service only on the 21st of August! Then, at last, another moron lady came with attitude and said that she can't see any order even though I gave her the confirmation number. She asked me to put a new order directly with Comcast , of course, at higher rate. Looks like they have tagged my address - and every time I call them, they start behaving differently after I give them my address and phone number. Looks like they have my details tagged for some reason and are discriminating even though I qualify all the terms and conditions to get a new connection."
1,"Comedy of errors is what happened. On August 23, I called Comcast to ask why an extra $130(!) was on our bill. After waiting 14 minutes(!) for a customer service rep to answer, she agreed that charges should not have been there. In the midst of our call, my phone and internet service went dead. Now, my blood pressure’s rising. I called from my cell phone, and got a kid named Aaron, who said his employee # was ** on the phone. I'd asked for a supervisor and he said he was one ""sort of"". I told him I want a billing supervisor and he said there's no billing supervisor but that he can work with my bill. Our ""conversation"" was a one-sided monologue, not allowing a word in, despite two of us raising our voices for him at this point to please stop talking. It appeared on our end he was medicated. That was, until he said, ""I see your separate charge for the Internet and I don't know why that's there.” I said, “Neither do we, and that's why we're calling you.” Silence.I said, ""Hello?"" and he said, ""I'm confused. What do you want me to do?"" Our jaws were on the floor. I reminded him it was his job to look into the charges, and find out why they were there, and to remove them. He said, “I can't tell if they're supposed to be there or not.” It was absurd. When I collected my emotions a bit later, I called and got a genuine supervisor on the phone named Phil. He not only explained the error on Comcast's end, but removed the charges. But, I still had the problem of having no phone/internet. So after I was done with Phil, he transferred me to tech service. That call too got disconnected (from my cell). When I did get through, a guy named Carlos told me I need to have a service tech come out. We just had a service tech here 2 weeks ago to replace faulty equipment we rent from Comcast. I told him I couldn't make the appointment tonight because we weren't going to be around. He made it anyway, I discovered. Worse (or better) yet, the service miraculously came back tonight. Our neighbors, as well as us, are fed up with Comcast and are looking into Verizon FiOS. Anyone else here make the switch? Happy?"
1,"We moved here in June 2009 and have the Comcast TV/Internet/telephone subscription package. Every day since the installation, we have had loss of connection to the Internet and telephone. This happens at least a dozen times a day. There are moments where I can stay connected to the Internet 1 minute at max, and this happens multiple times in a row. We have had Comcast at least 8 times here to repair the problem, and guess what, it still isn't fixed. A Comcast ""repair"" man was here this week and said he can't fix the problem because the problem is outside and he is only an indoor technician. A couple of days later, a Comcast outdoor technician came here and said the problem is inside and he can't fix it because he is an outdoor technician.Today, a line technician was supposed to repair the problem. Three repairmen in 5 days and still no resolution. This is a complete joke. If there were another cable and Internet provider in the area, we would subscribe with them. But we can't do so because Comcast is a monopoly company. We have to have Comcast call us on our mother-in-law's phone because ours isn't reliable - and I use our home phone to run a business. Comcast is a disgrace. Each technician that is here seems to try to set a record of how fast they can get in and out without solving the problem. I sent Comcast an angry email yesterday and the ""executive"" called today and said that they are upgrading it to a major problem. No **, 2 months later, it is still a problem. If you have an alternative, then don't even think about subscribing with Comcast!"
1,"Every afternoon, Comcast high-speed internet slows to a crawl. There are always problems with email. Is there anyone who knows of a better alternative?"
1,"We are extremely frustrated with Comcast and feel like they are abusing the customer for being the only provider in the Arlington area. I scheduled an appointment for July 18th from 5 to 8PM to install the service. The technician never came and I called the customer service, which was not helpful at all. They said that the technician called and did not even leave a message or anything. He did not even come to my apartment. I was waiting at the lobby and no one came from 4:30 to 9:00PM (appointment from 5 to 8:00PM). How do I know if they really came? I left work early, I was at home at 4:30PM. I called customer service. It was 6:30PM, still in the window time for them to come but they said they will not come. I canceled the installation after talking to your Comcast customer service and finding no solutions. Then, I tried again and they told me I needed to open a new account. Surprise, now instead of $29.99, I would have to pay $59.99! Way to go after waiting for more than 3 hours (it was already around 8:30PM), I got higher prices for the same service. I decided to try something else, but again, they are the only provider. Then last week, August 14, 2009, I tried again. I found the same price as before, $29.99 special, and the salesperson put on hold for several minutes. She apologized and gave a really good deal for my area. She said that the technician will come today (08/19/09) between 8 and 11AM. It is 9:00AM and we called before 9:00AM. The customer service agent told us that there is no appointment scheduled for today! My wife took the day off for this today. She is really frustrated that she has to lose one day of work and then Comcast's only answer is ""Man, there is nothing we can do. You need to reschedule."" I don't know too much about Comcast business, but I don't think they are doing that great to treat people like this. It is abusive, unfair and disrespectful."
1,"We have had Comcast cable, Internet and phone service for the last few years. We have had many many technicians out here to fix the problems. Guess what? We are still having problems. As I type this, I am on hold with Comcast right now on my cell phone. We have no service that stays on. It keeps going off and on, up and down, whatever you want to call it.I have a very ill husband, a daughter with online college classes, and she is getting behind on those. I made a payment by check and Comcast took 2 payments out of my checking account and paid someone else's bill. I have used many minutes on my cell phone. I spoke with supervisors today and still, nothing gained. I had to cancel an appointment today because of waiting and being constantly put on hold on the phone. And the topper of it all, they tell me they can only give us 2 weeks of credit! What a joke! And I have to deal with the bank myself. That is a bunch of **!Now, what is going to be done about this? I am contacting the Attorney General's office, the Better Business Bureau, writing a letter to the St. Paul Pioneer Press, the Minneapolis Tribune and smaller surrounding towns newspapers. I will go on the Internet and find as many places as I can to complain about this. I want to be reimbursed for everything that we have gone through all because of your company. Please feel free to call me at ** but be aware that I may be very irate with you. The phone may not even work if our Comcast is down!"
1,"I have been talking with Comcast reps for almost two weeks now. I have them as my service with phone, internet, and TV. Now, due to financial problems, I can't pay the bill, so I wanted to cancel the service because it has only been 3 1/3 months and one month of 30-day cancel of service. I have nothing but problems with the service since they installed it. They have been nothing but nasty and get annoyed when I speak with them. They said that to cancel the service it will cost me $8,000. This is crazy. Please help me. Thanks. "
1,"I moved into a basement apartment in a row house and needed to set up internet. I contacted Comcast as there was still equipment in the basement from Comcast from the last resident. They were initially unable to understand that it was a basement apartment in a private home, not an apartment building. After putting me on hold repeatedly, they told me to ask my landlord if I could be part of their account. I did and my landlord prefers separate accounts as the apartment is completely separate. I called Comcast back and it took half an hour to explain to Pontsho (who did genuinely try to help me, but had to continually put me on hold to ask her supervisor) that I live in a basement apartment and need to just reactivate the same service that someone else had been using for the last year. Finally, they told me the only way that they could recognize a separate apartment at the same physical address was if I faxed over a copy of something that had been mailed to me so that they could see that the post office accepted the address. It was Friday and I couldn't fax until Monday, so I had to wait. In the meantime, Pontsho even called me back to check the progress of faxing, as she did want to help me and was making a real effort.Monday, I faxed several bills, etc., that showed my address as accepted by the post office. I called 4 hours later, as they had not contacted me, and had to explain the entire situation over again to Neil. He again told me that they no longer offer separate accounts at the same physical address, to which I replied that that was why Comcast had requested that I fax the information. After being put on hold repeatedly and told the same thing over and over, I told Neil that I wanted to speak with a supervisor. He tried to convince me not to, but I insisted. He put me on hold several more times, then told me that all the supervisors were busy and that if I wanted to talk to one, I could get a ""ticket number"" and they would call me back by the end of the day. It was 8:15 pm. If they had not been able to give me any service, they should have told me immediately. Apparently, no one knows what their true policies are and there is no consistency. Every time I have tried to get Comcast in the past, there have been similar issues. I will not be a Comcast customer again."
1,"I relocated about 1 month ago, and since I relocated, I had a nightmare experience with Comcast. I have all my services with them: phone, internet, and cable services. For 4 days, I had no services at all. I had technicians four times at my house and for each visit, I lost a day of work and income. Then they connect the cable, and it takes 3 weeks to make it work for a day. But this time, I lost all my e-mail accounts with saved mail, address book, and all valuable memories. And for 6 days, I couldn't send or receive e-mail. Now they created a new account for me. However, I lost all the data I had saved in Comcast. This is a nightmare."
1,"My internet service went out on June 28. It came back on briefly June 29. I called and reported it on June 30. I have a home office and I was unable to work without internet. I was told that Comcast could not come out until July 2. Comcast came out, reviewed the wiring in my house, and said that the problem was up at the street at the pole. The technician told me that he would report the problem and someone would be out that afternoon to fix it. The next morning, July 3, I still had no service. I called and I was told that no one was scheduled to come out and that they couldn't come out until later that week. I paid the man to help me because I have a home office and couldn't work. He found someone to come out between 1pm and 5pm on July 3.I waited and called Comcast on 5/4/30 and was told that they would still be there by five o'clock. At 5:40pm, I called Comcast and I was told they couldn't get there until 6:45pm. I was very upset because July 3 was a holiday and my day off from work and I had spent it waiting for Comcast to show up. I asked them to come Saturday morning at 10am instead. Comcast came on July 4 and fixed the internet up at the street. I called Comcast today to complain about the service I had received. I was told that they would give me a credit of $10.71 for my loss of internet service for the week. I asked to speak to this person's manager.After being put on hold for 20 minutes, Christine ** came on the line. She told me that she could give me $10.71 of credit for internet service. When I said that was not enough for the pain and suffering, loss of income and various inconveniences of spending hours and hours of time on the phone, she said she would give me a credit of $27.99 for one of the service calls. I was shocked. I asked her if she meant that I had to pay for these service calls of Comcast coming out to fix their equipment. She said, yes, I had been charged for two service calls at $27.99 each and she was willing to give me a credit for one of them.When I insisted that was not adequate, she agreed to credit me for both service calls because it was Comcast equipment that was at fault. I lost a week's worth of work and hours of time dealing with Comcast. They made no effort to compensate me for my time, energy, and loss of income. They were unfriendly, uncooperative, and unwilling to offer decent, honest service. I believe they should have serviced their equipment immediately the day I called. And if they couldn't do it, they should have called me and let me know that they can't make it on time."
1,"I only purchased high-speed internet through Comcast, but decided to bundle with another company. They cancelled the account and mailed a box to me so that I could return the modem. The box did not come with further instructions, just the UPS return label. I placed the modem in the box and took it to the UPS store on April 1, 2009. I received a bill for $66 shortly after, but the rep assured me that the charges would drop off once the modem was returned. A few weeks later, I got another bill. So I called and the rep asked when I had mailed the package and what the tracking number was. I did not have it on me at the time, so he told me to call back and provide it. I did the next business day, but this rep said, ""We don't need the tracking number; we got it already because we gave it to you!"" She assured me that the charge would be adjusted off once the box was scanned. The next month, I received another bill from Comcast and a collections letter from a company they hired regarding the $66. I called Comcast on 6/6/09 and the rep told me to go to my nearest customer center and give them the receipt. I did that, but the rep at the center said he couldn't help me because the modem number is not on the receipt. I tried to make it clear that I returned the modem in the box provided to me, not a brick! He again stated he couldn't help me and suggested I call their customer service number and speak with a supervisor! Here I am in a customer service center being told to call customer service! I called and requested to speak with a supervisor, but the rep outright refused! She stated the first thing that needed to be done was a box research. She completed the forms and told me I'd be contacted within 14 business days. I know that the box is sitting in some warehouse and hasn't been scanned yet! My best friend works for Comcast and he just so happens to scan returned equipment in their warehouses! I informed him of the situation and even provided him with the delivery date, time, and the person who signed for it. He knows the person that signed for the package and stated he would handle it. A week later, he called me and told me everything was taken care of. For some reason though, I wanted to be sure. So I called Comcast 7/7/09 and the rep told me that there was still a balance and I was sill in collections! I demanded a supervisor, but the rep told me to speak with the collections department. I called collections and they wanted to do another box research. I refused to be put off and wait another 2 weeks with no results. I again requested a supervisor, who noticed that a box research was put in on 6/6/09 but nothing had been done about it. He suggested I go to a customer service center and I informed him that I did and was turned away! He took down all of the information that I had to provide and promised to follow up with me. Hopefully, something gets done soon because this is affecting my credit. This is not fair!"
1,"I have been without internet since last Thursday (6/25). After numerous calls to Comcast, they agreed to send a technician out on Wednesday, 7/1. They agreed to call when they were 30 minutes away and did call at 1:45 pm. I got home at 2:00 pm and waited until 2:30 to call Comcast to find out where the tech was. The woman I spoke to told me their tech had already come and that I wasn't home. When I told her that I was told I would be given 30 minutes from the time of the call, she said she got in touch with the tech and he would be on his way back to my home before 3pm. At 3:15, I called Comcast again and was on hold until 4 before I was told the tech would not be coming and the person I spoke to before was incorrect when they told me the tech was coming back. Then I was told I would have to reschedule for Monday, 7/6! When I finally spoke to a supervisor, after my 3rd try because I was hung up on and then pushed back to the main menu, she basically told me that they aren't allowed to give 30 minutes and that if they call, they could be in my driveway calling. What? It's a bunch of ** and I still have no internet! I hate Comcast."
1,"I called Comcast in May, because my internet was out. They scheduled someone to come out. I took off work and was home when the technician came out. He checked the internet in my home, changed a splitter, and told me that my signal was low at the outside box. He said that he would send someone out to boost the line. The service remained slow and/or not working.The first of June it went out again. I called, took off work, and the technician came. Said I had a low signal and that he would send someone out to boost the line. The same thing, slow service and or not working at all. At the end of June, it went out again. I called, took off work, technician said that the line has a low signal, he would send someone out to boost the cable. The next day, I received a bill from Comcast that was for the service calls to my home even though that problem was on their end. (They had told me that I would me credited for the time without service. I called and was told that I did not have to pay the service charge and that they would correct my bill. For me to call in a couple of days to see how much I owe).Yesterday, the cable was out again, I called, they said that they would send a technician out. I told them that it was unnecessary because the outside cable line just needs to be boosted. They said that they did not see it on my records and that I would have to take off another day of work and await the technician. I asked to speak to a supervisor. She said that everyone was busy and I left my number, no one called. I called again today. The supervisor said that a work order for cable boosting was never put in and that I had to have a technician come out again. I told her that I had a copy of the statement that the last technician had stated that the problem was the low signal. I told her that I could fax it to her, I also had the phone number of the technician. She said that she was sorry, but that I would have to take off another day of work and have a technician come out. I have never been treated so badly. I am changing cable companies."
1,"I called up to get Comcast High-Speed Internet on 6/18. The technician arrived the next day (6/19) to install it, but ended up disconnecting my Dish Network wiring in order to use that to make the cable modem connection. I caught one of his errors while he was there when he disconnected the satellite feed to the room I was in. He indicated he could check to find the live cable feed, but alas, apparently chose not to.After he left, I then found another non-working satellite feed and called Dish Network and they came out on Monday (6/22) to track down the problem. You guessed it, the Comcast technician had disconnected another Dish Network cable to connect the modem. This one I just didn't catch before he left. All in all, I'm very dissatisfied. Not only was I charged $50 to have Comcast High-Speed Internet installed, I am also out the $49 it cost to have Dish send out a technician to resolve the issue your Comcast technician caused.And as you might guess, I am fed up with my Comcast experience and have canceled service (6/21). Someone is supposed to be by Tuesday (6/23) to pick up the cable modem. I am requesting that I don't get billed the $50 for the Comcast installation fee, nor any of the $36.99 initial monthly fee for the Comcast Internet Service. It will be interesting to see if I get a response. At the very least, call it lesson learned and never again will I consider Comcast for anything."
1,"I signed up for Comcast High Speed Internet at $19.99 per month for one year. This is still their advertised special. I received it at $29.99 per month. I explained that the $29.99 was neither the rate I was quoted nor the advertised rate. They refused to lower the rate. Additionally, the modem that serves both my internet connection and my existing phone service stops working several times per day and must be reset. This is a problem they are unable to fix. I am willing to accept the below par phone service but I feel the $10.00 difference between the advertised high speed internet rate and the billed rate is unfair. No damage, these people just waste time and wear me out."
1,"My internet has not been working properly for three months. Every time I call Comcast, they tell me to disconnect the modem and router to troubleshoot properly. I have done this numerous times. The internet is still not working. Comcast sent a technician to troubleshoot the issue. He said their signal was low and he would correct the problem. The internet does not work, again. Problem not solved!I changed the router and modem. Problem not solved. My neighbors say they are experiencing the same issue. I called Comcast and told them that my internet is not working and I would like a credit for the two months that it was not working. They said they will only issue one month's credit. I spoke to two different supervisors, and the last one I spoke with said I could not talk to her manager. She said she was the last step in the resolution process. Total crap! What kind of business is this? I am now cancelling my service with Comcast and going a different route. They have the most terrible service I have ever seen in my life!"
1,"I ordered a Comcast high speed internet connection. This was long time back. I went out of town for six months for work related reason and my internet connection setup was never completed. I spoke to Gavan, one of the customer service agent on June 5th 2009 to set up internet connection at my place and had really bad customer service experience with him. He started yelling at me on the call with high tone (high voice). When I asked for supervisor (Michael), Michael also supported him saying, ""I know he was yelling at you,"" and acknowledged that he was standing next to him when he was doing so. Michael, being a team lead never apologized or tried convincing me. Instead, I hear his voice was too supportive for Gavan. I am very disappointed with this call and customer service experience with the Comcast. I would never ever recommend anybody in future to go for this kind of service and end up with bad customer service like this. I know Comcast might not take this as important, as they would lose only one customer but like this, there will be several others who might be the victims of such bad customer service and may think the same way. I am now switching to another service provider. I already have a Comcast modem, (which I paid $60 just for modem + shipping), which I purchased while placing an order. I wanted my money back but Comcast customer service is not even accepting the modem back. I was warned by my friends not to go with Comcast because they had bad experience with Comcast before but it was all my mistake or I would say ""wrong choice"". I don't know how to escalate this to the upper management in Comcast."
1,"I was out of town on a business trip. I knew there was some kind of issue with my Internet when I could not remotely connect to my home computer. When I returned home from the trip, I was without service on my Internet, phone/fax and television. I called the Comcast number and was told that they would get right back to me with a time that a service technician could look at my service. I waited 4 hours and didn't receive a call. I called back and was told that it would possibly be 3 days until they could come. I asked to speak to a supervisor and explained to him that my office is at my home and I was losing business time related to the outage. He was quite rude. I then drove to the local office and was told again that they would call me to tell me when a representative could provide the service. Twenty-four hours later, no call and no service."
1,"This company has been not sending out regular bills to me monthly, which means I get late/disconnect notices and phony late charges. They also have not been posting my payments! I feel my information and or checking account could be compromised. This is very troubling that they can get away with this sort of thing! I have 2 other complaints pending with them as it is! My bill has tripled now! They say I owe them over $140-plus. My monthly bill is $45.00! Times are stressing enough without garbage like this going on! I will be filing for compensation!"
